"country","province","points","price","variety"
"Germany","Rheinhessen",91,17,"Riesling"
"US","Oregon",91,65,"Pinot Noir"
"US","Oregon",91,32,"Pinot Noir"
"US","California",91,36,"Pinot Noir"
"US","California",91,43,"Syrah"
"Germany","Mosel",91,20,"Riesling"
"Chile","Colchagua Valley",91,100,"Red Blend"
"Chile","Colchagua Valley",91,30,"Red Blend"
"US","Oregon",91,65,"Pinot Noir"
"Italy","Tuscany",91,30,"Red Blend"
"US","California",91,48,"Pinot Noir"
"US","California",91,42,"Pinot Noir"
"US","Oregon",88,19,"Pinot Noir"
"US","California",88,21,"Merlot"
"US","Oregon",88,20,"Pinot Noir"
"US","Virginia",88,72,"Bordeaux-style Red Blend"
"US","California",88,70,"Bordeaux-style Red Blend"
"Australia","South Australia",88,25,"Chardonnay"
"US","Virginia",88,19,"Merlot"
"US","California",88,12,"Zinfandel"
"France","Bordeaux",88,15,"Bordeaux-style Red Blend"
"US","California",88,22,"Chardonnay"
"France","Loire Valley",88,37,"Sauvignon Blanc"
"US","California",88,40,"Pinot Noir"
"US","California",88,70,"Pinot Noir"
"US","California",87,34,"Merlot"
"US","California",87,38,"Cabernet Sauvignon"
"US","New York",87,14,"Chardonnay"
"US","Washington",87,20,"Zinfandel"
"US","New York",87,40,"Cabernet Sauvignon"
"France","Bordeaux",87,20,"Bordeaux-style Red Blend"
"US","New York",87,25,"Cabernet Sauvignon"
"France","Bordeaux",87,35,"Bordeaux-style Red Blend"
"France","Bordeaux",87,20,"Bordeaux-style Red Blend"
"US","Idaho",87,23,"Syrah"
"US","California",87,24,"Riesling"
"US","California",87,16,"Chardonnay"
"Italy","Tuscany",87,24,"White Blend"
"US","California",87,20,"Bordeaux-style Red Blend"
"US","California",87,12,"White Blend"
"US","New York",87,20,"Riesling"
"US","Washington",87,28,"Merlot"
"France","Bordeaux",87,27,"Bordeaux-style Red Blend"
"US","California",87,22,"White Blend"
"US","Washington",87,50,"Red Blend"
"US","California",87,25,"Cabernet Sauvignon"
"US","California",87,18,"Cabernet Sauvignon"
"Italy","Tuscany",87,23,"Sangiovese"
"US","Washington",87,14,"Merlot"
"Spain","Northern Spain",90,15,"Tempranillo"
"US","California",90,26,"Sauvignon Blanc"
"US","California",90,20,"Cabernet Sauvignon"
"France","Burgundy",90,56,"Pinot Noir"
"Chile","Cachapoal Valley",90,27,"Syrah"
"Germany","Rheingau",90,30,"Riesling"
"US","California",90,28,"Chardonnay"
"US","Oregon",90,32,"Pinot Noir"
"France","Alsace",90,35,"Pinot Noir"
"France","Burgundy",90,70,"Pinot Noir"
"US","California",90,25,"Sauvignon Blanc"
"US","California",90,40,"Syrah"
"US","California",90,90,"Cabernet Sauvignon"
"US","California",90,45,"Chardonnay"
"US","Oregon",90,22,"Pinot Noir"
"Italy","Tuscany",90,70,"Sangiovese"
"US","California",90,40,"Chardonnay"
"US","California",90,85,"Pinot Noir"
"US","California",90,24,"Chardonnay"
"US","California",90,26,"Chardonnay"
"US","California",90,24,"Malbec"
"Italy","Tuscany",90,85,"Sangiovese"
"US","California",90,16,"Sauvignon Blanc"
"France","Loire Valley",90,35,"Pinot Noir"
"Italy","Tuscany",90,80,"Sangiovese"
"US","New York",90,20,"Riesling"
"US","Washington",90,15,"Cabernet Sauvignon"
"US","California",90,20,"Red Blend"
"US","California",90,75,"Cabernet Sauvignon"
"US","California",90,55,"Chardonnay"
"Italy","Tuscany",90,22,"Sangiovese"
"Italy","Tuscany",90,20,"Red Blend"
"Spain","Northern Spain",90,30,"Tempranillo"
"Italy","Tuscany",90,30,"Red Blend"
"Italy","Tuscany",90,18,"Red Blend"
"Italy","Tuscany",90,22,"Sangiovese"
"US","California",90,35,"Rosé"
"US","California",90,48,"Cabernet Sauvignon"
"France","Burgundy",90,43,"Chardonnay"
"US","California",93,32,"Syrah"
"New Zealand","Kumeu",93,46,"Chardonnay"
"France","Southwest France",93,40,"Malbec"
"US","California",93,55,"Pinot Noir"
"US","California",93,94,"Chardonnay"
"US","California",93,40,"Syrah"
"US","Oregon",93,37,"Pinot Noir"
"US","California",93,44,"Pinot Noir"
"US","California",93,50,"Cabernet Sauvignon"
"Austria","Niederösterreich",93,27,"Pinot Noir"
"US","Washington",93,32,"Malbec"
"New Zealand","Marlborough",93,33,"Sauvignon Blanc"
"New Zealand","Central Otago",93,40,"Riesling"
"US","California",93,36,"White Blend"
"US","Oregon",93,35,"Chardonnay"
"US","California",93,60,"Pinot Noir"
"Spain","Northern Spain",93,37,"Tempranillo"
"Spain","Northern Spain",93,136,"Red Blend"
"France","Provence",93,52,"Rosé"
"US","California",93,48,"Chardonnay"
"US","Washington",93,32,"Syrah"
"Austria","Thermenregion",93,19,"Pinot Noir"
"US","California",93,65,"Pinot Noir"
"US","Oregon",90,50,"Pinot Noir"
"Germany","Mosel",90,23,"Riesling"
"Israel","Galilee",90,40,"Cabernet Sauvignon"
"US","California",90,50,"Pinot Noir"
"Germany","Mosel",90,22,"Riesling"
"France","Burgundy",90,141,"Chardonnay"
"France","Burgundy",90,74,"Chardonnay"
"US","California",90,100,"Cabernet Sauvignon"
"US","California",90,42,"Zinfandel"
"US","California",90,26,"White Blend"
"US","California",90,50,"Cabernet Sauvignon"
"US","California",90,44,"Red Blend"
"US","Oregon",90,60,"Pinot Noir"
"US","Oregon",90,20,"Pinot Noir"
"France","Alsace",92,34,"Riesling"
"US","California",92,55,"Chardonnay"
"US","California",92,75,"Cabernet Sauvignon"
"US","California",92,34,"Chardonnay"
"France","Alsace",92,25,"Riesling"
"France","Alsace",92,30,"Riesling"
"France","Alsace",92,47,"Riesling"
"France","Alsace",92,49,"Riesling"
"France","Alsace",92,26,"Riesling"
"France","Bordeaux",92,65,"Bordeaux-style Red Blend"
"France","Bordeaux",92,40,"Bordeaux-style Red Blend"
"US","California",92,60,"Syrah"
"US","California",92,100,"Cabernet Sauvignon"
"US","Washington",92,42,"Bordeaux-style Red Blend"
"US","California",92,65,"Bordeaux-style Red Blend"
"US","California",92,43,"Chardonnay"
"US","California",92,100,"Cabernet Sauvignon"
"US","California",92,70,"Chardonnay"
"US","California",92,80,"Cabernet Sauvignon"
"France","Bordeaux",92,65,"Bordeaux-style Red Blend"
"South Africa","Robertson",85,10,"Chardonnay"
"South Africa","Western Cape",85,15,"Sauvignon Blanc"
"Argentina","Mendoza Province",85,35,"Malbec"
"US","California",85,32,"Sangiovese"
"US","California",85,18,"Chardonnay"
"France","Southwest France",85,12,"Malbec"
"US","Washington",85,18,"Sauvignon Blanc"
"US","California",85,52,"Zinfandel"
"US","Washington",85,27,"Cabernet Sauvignon"
"US","New York",85,15,"Chardonnay"
"Argentina","Mendoza Province",85,13,"Malbec"
"US","New York",85,25,"Red Blend"
"France","Southwest France",85,17,"Malbec"
"Italy","Veneto",85,10,"White Blend"
"France","Southwest France",85,9,"White Blend"
"US","California",85,20,"Chardonnay"
"US","New York",87,25,"Cabernet Sauvignon"
"France","Bordeaux",87,35,"Bordeaux-style Red Blend"
"France","Bordeaux",87,20,"Bordeaux-style Red Blend"
"US","Idaho",87,23,"Syrah"
"US","California",87,24,"Riesling"
"US","California",87,16,"Chardonnay"
"US","Washington",87,32,"Merlot"
"Italy","Tuscany",87,55,"Sangiovese"
"Italy","Tuscany",87,42,"Red Blend"
"US","Washington",87,74,"Cabernet Sauvignon"
"US","Washington",87,35,"Cabernet Sauvignon"
"Argentina","Mendoza Province",87,11,"Malbec"
"Argentina","Mendoza Province",87,38,"Malbec"
"Argentina","Mendoza Province",87,18,"Pinot Noir"
"Italy","Tuscany",87,75,"Red Blend"
"US","Idaho",87,18,"Riesling"
"Italy","Tuscany",87,40,"Red Blend"
"France","Bordeaux",87,30,"Bordeaux-style Red Blend"
"France","Bordeaux",87,40,"Bordeaux-style Red Blend"
"France","Bordeaux",87,13,"Bordeaux-style Red Blend"
"France","Bordeaux",87,19,"Bordeaux-style Red Blend"
"France","Bordeaux",87,25,"Bordeaux-style Red Blend"
"US","California",87,21,"Zinfandel"
"US","New York",87,18,"Sauvignon Blanc"
"Italy","Tuscany",89,32,"Red Blend"
"US","Oregon",89,33,"Chardonnay"
"France","Southwest France",89,22,"Red Blend"
"France","Southwest France",89,26,"Malbec"
"US","Oregon",89,22,"Pinot Noir"
"France","Southwest France",89,13,"Red Blend"
"Germany","Mosel",89,45,"Riesling"
"Spain","Catalonia",88,25,"Red Blend"
"Spain","Catalonia",88,22,"Red Blend"
"US","California",88,20,"Sauvignon Blanc"
"US","California",88,28,"Red Blend"
"US","California",88,19,"Pinot Noir"
"Italy","Tuscany",88,17,"Red Blend"
"Italy","Lombardy",88,35,"Red Blend"
"France","Southwest France",88,18,"Malbec"
"US","Oregon",88,34,"Pinot Noir"
"US","California",88,28,"Rosé"
"US","California",88,66,"Bordeaux-style Red Blend"
"US","California",88,28,"Zinfandel"
"US","Oregon",88,28,"Riesling"
"Chile","Casablanca Valley",88,13,"Sauvignon Blanc"
"US","California",91,36,"Syrah"
"Germany","Mosel",91,18,"Riesling"
"Chile","Marchigue",91,23,"Syrah"
"France","Burgundy",91,78,"Chardonnay"
"US","California",91,43,"Zinfandel"
"France","Burgundy",91,65,"Pinot Noir"
"US","California",91,44,"Chardonnay"
"US","California",91,50,"Pinot Noir"
"US","California",91,56,"Pinot Noir"
"France","Bordeaux",91,22,"Bordeaux-style Red Blend"
"France","Burgundy",91,60,"Chardonnay"
"France","Southwest France",91,40,"Bordeaux-style Red Blend"
"US","Oregon",91,19,"Riesling"
"US","California",91,64,"Chardonnay"
"France","Burgundy",91,74,"Pinot Noir"
"US","California",88,63,"Pinot Noir"
"Spain","Central Spain",88,14,"Tempranillo"
"Argentina","Mendoza Province",88,21,"Cabernet Sauvignon"
"France","Bordeaux",88,15,"Sauvignon Blanc"
"US","California",88,18,"Cabernet Sauvignon"
"US","California",88,18,"Pinot Noir"
"US","Oregon",88,48,"Pinot Noir"
"France","Loire Valley",88,22,"Sauvignon Blanc"
"US","Oregon",88,16,"Pinot Noir"
"Argentina","Mendoza Province",88,28,"Malbec"
"US","California",88,35,"Pinot Noir"
"US","Oregon",88,40,"Pinot Noir"
"US","Oregon",88,48,"Pinot Noir"
"US","California",88,21,"Red Blend"
"US","California",88,30,"Pinot Noir"
"US","California",88,25,"Pinot Noir"
"US","Oregon",90,40,"Pinot Noir"
"Hungary","Tokaji",90,16,"White Blend"
"US","California",90,40,"Cabernet Sauvignon"
"US","California",90,28,"Syrah"
"US","California",90,65,"Zinfandel"
"US","California",90,49,"Pinot Noir"
"US","California",90,44,"Cabernet Sauvignon"
"US","California",90,48,"Zinfandel"
"US","California",90,28,"Chardonnay"
"US","California",90,30,"Rosé"
"Italy","Sicily & Sardinia",90,39,"Red Blend"
"US","Oregon",90,45,"Pinot Noir"
"US","Oregon",90,48,"Pinot Noir"
"US","California",90,24,"Zinfandel"
"US","California",90,95,"Red Blend"
"US","California",90,32,"Zinfandel"
"US","California",90,24,"Zinfandel"
"Italy","Tuscany",90,60,"Sangiovese"
"US","Washington",90,12,"Merlot"
"France","Burgundy",90,50,"Chardonnay"
"Italy","Tuscany",90,85,"Sangiovese"
"France","Loire Valley",90,20,"Sauvignon Blanc"
"France","France Other",90,32,"White Blend"
"France","Rhône Valley",90,19,"Rosé"
"US","California",90,44,"Pinot Noir"
"Spain","Andalucia",90,90,"Red Blend"
"Spain","Andalucia",90,33,"Red Blend"
"US","California",90,45,"Chardonnay"
"US","California",90,30,"Pinot Noir"
"US","California",90,65,"Cabernet Sauvignon"
"US","California",90,65,"Cabernet Sauvignon"
"US","California",90,38,"Red Blend"
"Italy","Tuscany",90,28,"Red Blend"
"Spain","Catalonia",90,32,"Red Blend"
"US","California",90,55,"Cabernet Sauvignon"
"US","California",90,85,"Pinot Noir"
"US","California",90,35,"Chardonnay"
"France","Rhône Valley",90,17,"Rosé"
"US","California",90,48,"Red Blend"
"US","California",90,16,"Syrah"
"US","Oregon",90,50,"Pinot Noir"
"Germany","Mosel",90,23,"Riesling"
"Israel","Galilee",90,40,"Cabernet Sauvignon"
"Argentina","Mendoza Province",90,30,"Malbec"
"Argentina","Mendoza Province",90,24,"Malbec"
"US","California",90,33,"Zinfandel"
"France","Southwest France",90,19,"Bordeaux-style Red Blend"
"US","Oregon",90,50,"Pinot Noir"
"US","California",90,30,"Chardonnay"
"US","California",90,40,"Cabernet Sauvignon"
"US","California",90,100,"Cabernet Sauvignon"
"US","California",90,28,"Sauvignon Blanc"
"US","California",93,32,"Sauvignon Blanc"
"US","Oregon",93,40,"Chardonnay"
"New Zealand","Martinborough",92,63,"Pinot Noir"
"France","Provence",92,45,"Rosé"
"US","Oregon",92,75,"Pinot Noir"
"US","Oregon",92,95,"Pinot Noir"
"US","California",92,42,"Cabernet Sauvignon"
"US","California",92,54,"Pinot Noir"
"US","California",92,35,"Pinot Noir"
"US","California",92,40,"Tempranillo"
"US","Oregon",92,68,"Pinot Noir"
"France","Provence",92,59,"Rosé"
"France","Southwest France",92,28,"Red Blend"
"US","California",92,40,"White Blend"
"US","Oregon",92,63,"Chardonnay"
"US","California",92,50,"Zinfandel"
"US","California",92,34,"Zinfandel"
"Italy","Veneto",85,10,"White Blend"
"Italy","Tuscany",85,149,"Sangiovese"
"US","Washington",85,26,"Bordeaux-style Red Blend"
"France","Southwest France",85,9,"Malbec"
"Argentina","Mendoza Province",84,12,"Malbec"
"Portugal","Alentejano",84,18,"Rosé"
"Argentina","Mendoza Province",84,12,"Bordeaux-style Red Blend"
"Spain","Northern Spain",84,9,"Red Blend"
"US","California",84,29,"Pinot Noir"
"US","California",84,35,"White Blend"
"US","California",84,14,"Sauvignon Blanc"
"US","California",84,12,"Pinot Noir"
"Argentina","Mendoza Province",84,17,"Malbec"
"Portugal","Vinho Verde",84,10,"Rosé"
"US","California",92,35,"Syrah"
"US","Washington",92,32,"Chardonnay"
"US","California",92,56,"Bordeaux-style Red Blend"
"US","Washington",92,39,"Merlot"
"US","Washington",92,40,"Syrah"
"US","California",92,20,"Sauvignon Blanc"
"US","California",92,35,"Zinfandel"
"US","Washington",92,52,"Merlot"
"US","California",92,48,"Syrah"
"France","Alsace",91,14,"Riesling"
"Chile","Aconcagua Valley",91,20,"Syrah"
"US","California",91,40,"Chardonnay"
"US","California",91,54,"Cabernet Sauvignon"
"US","California",91,26,"Tempranillo"
"Chile","Rapel Valley",91,22,"Red Blend"
"US","California",91,30,"Syrah"
"US","California",91,40,"Chardonnay"
"US","California",91,24,"Chardonnay"
"US","California",91,29,"Sangiovese"
"US","California",91,80,"Cabernet Sauvignon"
"US","California",91,15,"Chardonnay"
"France","Alsace",91,36,"Riesling"
"US","Washington",87,25,"Chardonnay"
"US","Washington",87,22,"Sauvignon Blanc"
"US","California",87,25,"Zinfandel"
"Italy","Tuscany",87,20,"White Blend"
"US","California",87,35,"Chardonnay"
"Argentina","Mendoza Province",87,18,"Malbec"
"Italy","Tuscany",87,140,"Sangiovese"
"Italy","Tuscany",87,60,"Sangiovese"
"Italy","Tuscany",87,25,"Red Blend"
"Italy","Tuscany",87,50,"Sangiovese"
"Italy","Tuscany",87,138,"Sangiovese"
"Italy","Tuscany",87,55,"Sangiovese"
"US","Washington",87,15,"Chardonnay"
"US","Washington",87,35,"Red Blend"
"US","Washington",87,23,"White Blend"
"France","Bordeaux",87,19,"Bordeaux-style Red Blend"
"US","California",87,24,"Merlot"
"US","Washington",87,19,"White Blend"
"US","California",87,48,"Zinfandel"
"US","Washington",87,26,"Red Blend"
"US","Washington",87,8,"Riesling"
"US","Washington",87,60,"Syrah"
"US","California",87,20,"Chardonnay"
"France","Southwest France",91,45,"Malbec"
"Italy","Tuscany",90,25,"Red Blend"
"US","California",90,40,"Cabernet Sauvignon"
"US","California",90,95,"Merlot"
"US","California",90,48,"Pinot Noir"
"US","Oregon",90,48,"Pinot Noir"
"US","California",90,50,"Zinfandel"
"US","California",90,28,"Chardonnay"
"US","California",90,44,"Pinot Noir"
"US","California",90,60,"Pinot Noir"
"Italy","Tuscany",90,16,"Red Blend"
"France","Bordeaux",90,55,"Bordeaux-style Red Blend"
"France","Bordeaux",90,20,"Bordeaux-style Red Blend"
"France","Bordeaux",90,45,"Bordeaux-style Red Blend"
"US","California",90,50,"Cabernet Sauvignon"
"US","California",90,54,"Red Blend"
"US","California",90,45,"Chardonnay"
"Germany","Mosel",90,31,"Riesling"
"Germany","Rheingau",90,35,"Riesling"
"Germany","Mosel",90,18,"Riesling"
"US","California",88,25,"Riesling"
"US","California",88,50,"Red Blend"
"US","California",88,60,"Pinot Noir"
"US","California",88,15,"Chardonnay"
"Italy","Tuscany",88,65,"Merlot"
"Italy","Tuscany",88,19,"Red Blend"
"Italy","Tuscany",88,28,"Red Blend"
"Chile","Casablanca Valley",88,20,"Pinot Noir"
"US","California",88,27,"Rosé"
"Italy","Tuscany",88,120,"Merlot"
"France","Southwest France",88,15,"Bordeaux-style Red Blend"
"Chile","Maipo Valley",88,12,"Merlot"
"US","California",88,35,"Chardonnay"
"France","Southwest France",88,12,"Red Blend"
"France","Southwest France",88,45,"Red Blend"
"Chile","Casablanca Valley",88,20,"Pinot Noir"
"Italy","Tuscany",88,110,"Merlot"
"Italy","Tuscany",88,26,"Red Blend"
"US","California",88,40,"Red Blend"
"Spain","Northern Spain",88,15,"Tempranillo"
"US","California",88,26,"Cabernet Sauvignon"
"US","Oregon",88,60,"Pinot Noir"
"US","California",88,25,"Zinfandel"
"US","California",88,17,"Merlot"
"France","Loire Valley",88,25,"Sauvignon Blanc"
"US","California",88,98,"Pinot Noir"
"US","California",88,25,"Sauvignon Blanc"
"Portugal","Douro",88,20,"Rosé"
"France","Bordeaux",88,21,"Bordeaux-style Red Blend"
"US","California",88,10,"Sauvignon Blanc"
"US","California",88,42,"Pinot Noir"
"Spain","Northern Spain",88,15,"Tempranillo"
"Spain","Catalonia",88,30,"Red Blend"
"France","Loire Valley",88,28,"Rosé"
"US","California",90,24,"Zinfandel"
"France","Burgundy",90,35,"Chardonnay"
"US","California",90,18,"Sauvignon Blanc"
"US","California",90,40,"Pinot Noir"
"US","California",90,35,"Zinfandel"
"US","California",90,35,"Chardonnay"
"Chile","Aconcagua Costa",90,22,"Sauvignon Blanc"
"US","California",90,35,"Zinfandel"
"US","Oregon",90,35,"Pinot Noir"
"US","California",90,38,"Zinfandel"
"Germany","Rheingau",90,20,"Riesling"
"US","California",90,34,"Syrah"
"France","Alsace",90,55,"Pinot Noir"
"France","Burgundy",90,117,"Chardonnay"
"US","Oregon",90,40,"Pinot Noir"
"France","Bordeaux",90,15,"Rosé"
"France","Burgundy",90,68,"Pinot Noir"
"US","California",90,40,"Chardonnay"
"Spain","Catalonia",90,32,"White Blend"
"France","Burgundy",90,60,"Pinot Noir"
"US","Oregon",90,18,"Pinot Noir"
"France","Alsace",90,20,"Pinot Noir"
"US","California",90,75,"Syrah"
"France","Loire Valley",90,20,"Sauvignon Blanc"
"US","California",90,52,"Pinot Noir"
"US","California",90,55,"Pinot Noir"
"US","California",90,48,"Zinfandel"
"Italy","Tuscany",90,80,"Sangiovese"
"Italy","Tuscany",90,50,"Red Blend"
"US","California",90,35,"Zinfandel"
"US","California",90,45,"Pinot Noir"
"Italy","Tuscany",90,120,"Sangiovese"
"US","Washington",90,28,"Syrah"
"US","Idaho",90,30,"Syrah"
"US","California",90,62,"Pinot Noir"
"Italy","Tuscany",90,59,"Sangiovese"
"US","Washington",90,65,"Syrah"
"Italy","Tuscany",90,66,"Sangiovese"
"France","Loire Valley",90,26,"Sauvignon Blanc"
"US","Washington",90,30,"Cabernet Sauvignon"
"France","Loire Valley",90,30,"Sauvignon Blanc"
"France","Loire Valley",90,26,"Sauvignon Blanc"
"France","Loire Valley",90,50,"Sauvignon Blanc"
"Italy","Tuscany",90,55,"Sangiovese"
"New Zealand","Kumeu",92,49,"Chardonnay"
"Argentina","Mendoza Province",92,50,"Cabernet Sauvignon"
"Spain","Northern Spain",92,77,"Tempranillo"
"New Zealand","Nelson",92,25,"Chardonnay"
"US","California",92,35,"Syrah"
"France","Provence",92,45,"Rosé"
"France","Provence",92,20,"Rosé"
"France","Provence",92,26,"Rosé"
"US","Oregon",92,45,"Pinot Noir"
"US","California",92,38,"Syrah"
"US","California",92,45,"Chardonnay"
"US","California",92,25,"Rosé"
"US","California",92,32,"Sauvignon Blanc"
"US","Washington",92,35,"Bordeaux-style Red Blend"
"France","Southwest France",92,28,"Red Blend"
"US","California",92,100,"Cabernet Sauvignon"
"Austria","Niederösterreich",92,15,"Red Blend"
"US","Oregon",92,65,"Pinot Noir"
"US","California",90,55,"Chardonnay"
"US","California",90,95,"Cabernet Sauvignon"
"US","California",90,10,"Merlot"
"Israel","Galilee",90,52,"Cabernet Sauvignon"
"US","Oregon",90,65,"Pinot Noir"
"US","California",90,38,"Cabernet Sauvignon"
"US","California",90,45,"Zinfandel"
"Israel","Judean Hills",90,40,"Cabernet Sauvignon"
"US","Oregon",90,19,"Pinot Noir"
"US","Oregon",90,60,"Pinot Noir"
"US","California",90,50,"Cabernet Sauvignon"
"Germany","Mosel",90,36,"Riesling"
"Italy","Piedmont",90,24,"Red Blend"
"Argentina","Mendoza Province",90,30,"Malbec"
